place_name,place_img,place_map,category,city,rating,price,gabungan
Desa Wisata Mangunan,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/42.%20Desa%20Wisata%20Mangunan/main/desa-wisata-kaki-langit-mangunan-dlingo-bantul-yogyakarta-hutan-pinus_01.jpg,https://www.google.com/maps/search/Desa+Wisata+Mangunan,Desa Wisata,Bantul,4.7,5000.0,desa wisata mangunan terletak di kabupaten bantul yogyakarta indonesia desa wisata terkenal dengan keindahan alamnya yang asri terutama pemandangan dari bukit mangunan yang mempesona di desa wisata mangunan pengunjung melakukan aktivitas seperti hiking camping sekadar menikmati keindahan alam yang menakjubkan desa wisata bantul
Kawah Ijen,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/43.%20Kawah%20Ijen/main/DJI_0126_1200.jpg,https://www.google.com/maps/search/Kawah+Ijen,"Cagar Alam,Taman Nasional",Banyuwangi,4.7,7500.0,kawah terkenal keindahan pemandangan alamnya terutama fenomena api biru yang muncul di malam hari selain kawah ijen terkenal dengan kandungan belerangnya yang menghasilkan salah satu kawah dengan asap belerang terbesar di dunia cagar alam taman nasional banyuwangi
Desa Wisata Cinangneng,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/44.%20Desa%20Wisata%20Cinangneng/main/cinang.jpg,https://www.google.com/maps/search/Desa+Wisata+Cinangneng,"Budaya,Desa Wisata",Bogor,4.4,100000.0,desa menawarkan pengalaman yang autentik mengenal kehidupan pedesaan keindahan alam budaya lokal budaya desa wisata bogor
Kebun Raya Bogor,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/45.%20Kebun%20Raya%20Bogor/main/mey1ee2nmi7khfynyy7v.png,https://www.google.com/maps/search/Kebun+Raya+Bogor,Cagar Alam,Bogor,4.5,20000.0,kebun raya memiliki luas sekitar 87 hektar merupakan salah satu kebun raya terbesar di indonesia kebun raya bogor memiliki koleksi tumbuhan yang beragam termasuk spesies tumbuhan langka koleksi flora endemik indonesia cagar alam bogor
Taman Wisata Alam Cibodas,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/46.%20Taman%20Wisata%20Alam%20Cibodas/main/Copy%20of%20WhatsApp-Image-2019-05-26-at-16.38.54-1.jpeg,https://www.google.com/maps/search/Taman+Wisata+Alam+Cibodas,Cagar Alam,Bogor,4.6,15500.0,taman wisata alam cibodas tempat wisata alam yang terletak di kawasan puncak jawa barat indonesia taman memiliki area seluas 1 300 hektar dengan jenis flora fauna pengunjung menikmati pemandangan alam berkemah hiking mengunjungi kebun bunga yang indah di dalamnya taman wisata alam cibodas memiliki area peristirahatan yang nyaman bagi pengunjung cagar alam bogor
Taman Wisata Alam Ciloto,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/47.%20Taman%20Wisata%20Alam%20Ciloto/main/wisataalamsevillage.com-%40.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Ciloto,"Budaya,Cagar Alam",Bogor,4.6,20000.0,taman wisata alam ciloto tempat wisata alam di puncak jawa barat indonesia taman memiliki pemandangan indah udara sejuk flora fauna pengunjung hiking camping melihat kebun bunga yang cantik taman terkenal dengan istana cipanas dulunya menjadi kediaman presiden soeharto budaya cagar alam bogor
Taman Wisata Alam Gunung Geulis,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/48.%20Taman%20Wisata%20Alam%20Gunung%20Geulis/main/Copy%20of%20tempat-camping-di-puncak-ciputri-3.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Gunung+Geulis,"Budaya,Cagar Alam",Bogor,4.3,0.0,taman wisata alam gunung geulis tempat wisata alam yang terletak di kaki gunung salak bogor jawa barat indonesia taman memiliki pemandangan indah udara yang sejuk dengan jenis flora fauna yang ditemukan di dalamnya pengunjung melakukan kegiatan seperti hiking camping bermain air di sungai yang jernih taman wisata alam gunung geulis tempat yang cocok untuk melepas penat menikmati keindahan alam yang alami budaya cagar alam bogor
Taman Wisata Alam Gunung Pancar,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/49.%20Taman%20Wisata%20Alam%20Gunung%20Pancar/main/0921186tenda3780x390.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Gunung+Pancar,Cagar Alam,Bogor,4.1,20000.0,taman wisata alam gunung pancar terletak di bogor jawa barat tempat wisata terkenal dengan keindahan alamnya seperti air terjun danau pemandangan pegunungan yang mempesona cagar alam bogor
Taman Wisata Alam Riung Gunung,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/50.%20Taman%20Wisata%20Alam%20Riung%20Gunung/main/IMG-20210929-WA0050.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Riung+Gunung,"Budaya,Cagar Alam",Bogor,4.5,5000.0,taman wisata alam puncak bogor tempat wisata alam yang terletak di daerah puncak jawa barat indonesia taman memiliki kebun bunga yang cantik udara yang sejuk di sini pengunjung menikmati pemandangan pegunungan aktivitas seperti bersepeda berjalan jalan memetik buah taman wisata alam puncak bogor merupakan tempat yang cocok untuk melepas penat menikmati keindahan alam budaya cagar alam bogor
Taman Wisata Alam Kampoeng Air Kragilan,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/51.%20Taman%20Wisata%20Alam%20Kampoeng%20Air%20Kragilan/main/kampung-air-kragilan-jawa-tengah.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Kampoeng+Air+Kragilan,"Budaya,Cagar Alam",Boyolali,3.4,10000.0,taman wisata alam kampoeng radjawali tempat wisata alam yang terletak di boyolali jawa tengah indonesia taman memiliki konsep kebun buah buahan terdapat macam tanaman seperti jeruk rambutan durian di sini pengunjung menikmati buah segar berjalan jalan bersepeda di sekitar kebun selain terdapat wahana flying fox kolam renang yang menyegarkan budaya cagar alam boyolali
Taman Hutan Raya Ngurah Rai,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/52.%20Taman%20Hutan%20Raya%20Ngurah%20Rai/main/Hutan-Mangrove-Taman-Hutan-Raya-Ngurah-Rai-Bali-3.jpg,https://www.google.com/maps/search/Taman+Hutan+Raya+Ngurah+Rai,"Cagar Alam,Taman Nasional",Denpasar,4.2,10000.0,taman hutan raya ngurah rai terletak di bali memiliki luas sekitar 15 hektar tempat wisata terkenal dengan keanekaragaman flora fauna khas pulau bali cagar alam taman nasional denpasar
Taman Nasional Kelimutu,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/53.%20Taman%20Nasional%20Kelimutu/main/6227322355688.jpeg,https://www.google.com/maps/search/Taman+Nasional+Kelimutu,"Cagar Alam,Taman Nasional",Ende,4.7,200000.0,taman nasional kelimutu terletak di pulau flores nusa tenggara timur indonesia taman nasional terkenal dengan danau tiga warna kelimutu yang mempesona keindahan alamnya di taman nasional kelimutu pengunjung menikmati panorama pegunungan yang hijau beragam fauna seperti burung burung endemik flores cagar alam taman nasional ende
Gunung Papandayan,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/54.%20Gunung%20Papandayan/main/Papandayan1-Pintu-Masuk-TWA-Papandayan.jpg,https://www.google.com/maps/search/Gunung+Papandayan,"Cagar Alam,Taman Nasional",Garut,4.6,30000.0,gunung papandayan gunung berapi aktif yang terletak di garut jawa barat indonesia gunung menawarkan pemandangan alam yang spektakuler dengan kawah berwarna warni sumber air panas hamparan padang edelweiss pengunjung melakukan pendakian untuk menikmati keindahan alamnya gunung papandayan dikenal dengan aktivitas geologinya yang menarik tempat cocok bagi pecinta alam pendaki yang mencari petualangan keunikan alam pegunungan cagar alam taman nasional garut
Desa Wisata Nglanggeran,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/55.%20Desa%20Wisata%20Nglanggeran/main/5f8982630b991-min.jpg,https://www.google.com/maps/search/Desa+Wisata+Nglanggeran,Desa Wisata,Gunungkidul,4.5,5000.0,desa wisata nglanggeran terletak di kabupaten gunungkidul yogyakarta indonesia desa wisata terkenal dengan keindahan alamnya yang asri terutama pemandangan dari bukit nglanggeran gua gua yang di sekitarnya di desa wisata nglanggeran pengunjung melakukan aktivitas seperti hiking camping sekadar menikmati keindahan alam yang mempesona desa wisata gunungkidul
Bumi Perkemahan Cibubur,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/56.%20Bumi%20Perkemahan%20Cibubur/main/a4fa1eb4a3f3678e0709de0a69df46d5.jpg,https://www.google.com/maps/search/Bumi+Perkemahan+Cibubur,Taman Hiburan,Jakarta,4.5,10000.0,bumi perkemahan graha wisata pramuka cibubur buperta cibubur kawasan perkemahan yang terdapat di cibubur ciracas jakarta timur kawasan memiliki luas 210 hektar berkali kali menjadi lokasi pelaksanaan jambore nasional sejak tahun 1973 buperta cibubur dibangun di kawasan yang sebelumnya merupakan hutan karet pihak pengelola bekerja sama dengan tni ad tni au pengelolaan buperta cibubur buperta cibubur diakses dari terminal kampung rambutan dengan angkutan umum jurusan kranggan mekarsari jonggol taman hiburan jakarta
Margasatwa Muara Angke,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/57.%20Margasatwa%20Muara%20Angke/main/1-10.jpg,https://www.google.com/maps/search/Margasatwa+Muara+Angke,"Budaya,Cagar Alam",Jakarta,4.2,25000.0,suaka margasatwa muara angke kawasan konservasi berdasarkan sk menteri kehutanan ri nomor 097 kpts ii 1988 29 februari 1998 di wilayah hutan bakau di pesisir utara jakarta secara administratif kawasan termasuk wilayah kelurahan kapuk muara kecamatan penjaringan kotamadya jakarta utara budaya cagar alam jakarta
Pantai Ancol,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/58.%20Pantai%20Ancol/main/info-wisata-pantai-ancol-lengkap.jpeg,https://www.google.com/maps/search/Pantai+Ancol,"Bahari,Taman Hiburan",Jakarta,4.4,25000.0,pantai ancol merupakan kawasan wisata yang merupakan destinasi wisata pantai kota jakarta wisatawan menikmati suasana segar pantai lagoon festival indah beach pool carnaval danau impian berlibur di alam terbuka dipercaya memiliki efek menenangkan menyenangkan panjang garis pantainya yang kurang 6 5 km menjadi tempat aktivitas wisata wisata pantai merupakan bumd penghasil pendapatan asli daerah kedua terbesar bagi provinsi dki jakarta bahari taman hiburan jakarta
Pulau Bidadari,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/59.%20Pulau%20Bidadari/main/pulau-bidadari.jpeg,https://www.google.com/maps/search/Pulau+Bidadari,"Bahari,Cagar Alam",Jakarta,4.6,5000.0,pulau bidadari merupakan salah satu resor di kabupaten kepulauan seribu jakarta sebelum bernama pulau bidadari pulau memiliki dua nama pulau sakit pulau purmerend bahari cagar alam jakarta
Pulau Pari,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/60.%20Pulau%20Pari/main/IMG_18042020_165635__822_x_430_piksel_.jpg,https://www.google.com/maps/search/Pulau+Pari,"Bahari,Cagar Alam",Jakarta,4.0,150000.0,pulau pari pulau yang terletak di kepulauan seribu di daerah khusus ibukota jakarta indonesia bahari cagar alam jakarta
Pulau Pelangi,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/61.%20Pulau%20Pelangi/main/_58230.jpg,https://www.google.com/maps/search/Pulau+Pelangi,"Bahari,Cagar Alam",Jakarta,4.8,900000.0,pulau pelangi pulau yang terletak di perairan tropis yang mempesona pulau dikenal keindahan pantainya yang berpasir putih air laut yang jernih terumbu karang yang berwarna warni pulau pelangi menyajikan pemandangan alam yang memesona dengan pepohonan tropis yang rindang pengunjung menikmati kegiatan seperti snorkeling menyelam bersantai di pantai yang indah bahari cagar alam jakarta
Pulau Pramuka,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/62.%20Pulau%20Pramuka/main/Pulau-Pramuka.png,https://www.google.com/maps/search/Pulau+Pramuka,"Bahari,Cagar Alam",Jakarta,4.2,5000.0,pulau pramuka merupakan salah satu pulau yang berada gugusan kepulauan seribu pulau merupakan pusat administrasi pemerintahan kabupaten administrasi kepulauan seribu pulau pramuka termasuk ke wilayah kelurahan pulau panggang bahari cagar alam jakarta
Pulau Semak Daun,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/63.%20Pulau%20Semak%20Daun/main/Fasilitas-di-pulau-semak-daun.jpg,https://www.google.com/maps/search/Pulau+Semak+Daun,"Bahari,Cagar Alam",Jakarta,4.0,40000.0,pulau semak daun merupakan salah satu pulau yang terletak digugusan kepulauan seribu secara administratif pulau termasuk wilayah kabupaten kepulauan seribu provinsi dki jakarta daerah penangkaran penyu sisik dengan pantai yang nyaman untuk berenang pantainya yang bersih landai berpasir putih bebas bulu babi terdapat pula daerah yang bagus untuk menyelam snorkeling pemula letaknya tidak jauh dari pulau pramuka bahari cagar alam jakarta
Pulau Tidung,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/64.%20Pulau%20Tidung/main/1512631089967-5bf29271b90fef69792a15a116c262fa.jpeg,https://www.google.com/maps/search/Pulau+Tidung,"Bahari,Cagar Alam",Jakarta,4.5,150000.0,pulau tidung salah satu kelurahan di kecamatan kepulauan seribu selatan kabupaten kepulauan seribu jakarta indonesia bahari cagar alam jakarta
Setu Babakan,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/65.%20Setu%20Babakan/main/kondisi-ppkm-di-setu-babakan_169.jpeg,https://www.google.com/maps/search/Setu+Babakan,Budaya,Jakarta,4.4,0.0,setu babakan danau di jakarta selatan indonesia tempat dikelilingi hutan bakau rumah rumah tradisional betawi setu babakan merupakan pusat budaya betawi dengan atraksi seperti pertunjukan seni kerajinan tangan kuliner khas betawi pengunjung menikmati suasana alam yang asri mempelajari kebudayaan betawi yang kaya tradisional budaya jakarta
Taman Agrowisata Cilangkap,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/66.%20Taman%20Agrowisata%20Cilangkap/main/2.jpg,https://www.google.com/maps/search/Taman+Agrowisata+Cilangkap,Taman Hiburan,Jakarta,4.2,0.0,taman agrowisata cilangkap destinasi wisata peternakan pertanian yang terletak di cilangkap jakarta timur tempat menawarkan pengalaman interaktif dengan hewan ternak seperti kambing sapi kelinci pengunjung belajar proses pertanian seperti menanam memanen tanaman tersedia kegiatan seperti permainan keluarga bersepeda memancing taman agrowisata cilangkap tempat yang menyenangkan untuk menghabiskan waktu bersama keluarga sambil belajar kehidupan pertanian peternakan taman hiburan jakarta
Wisata Alam Mangrove Angke,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/67.%20Wisata%20Alam%20Mangrove%20Angke/main/twa-angke-kapuk.jpg,https://www.google.com/maps/search/Wisata+Alam+Mangrove+Angke,Cagar Alam,Jakarta,4.3,25000.0,taman wisata alam mangrove angke kapuk kawasan konservasi mangrove yang terletak di jakarta utara kawasan menawarkan pengalaman eksplorasi alam yang unik dengan jalur kayaking perahu keliling jembatan kayu yang melintasi hutan mangrove cagar alam jakarta
Taman Nasional Berbak,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/68.%20Taman%20Nasional%20Berbak/main/Berbak_National_Park_2012.jpg,https://www.google.com/maps/search/Taman+Nasional+Berbak,"Cagar Alam,Taman Nasional",Jambi,4.2,10000.0,taman nasional berbak kawasan konservasi alam yang terletak di provinsi jambi indonesia taman memiliki luas dari 1 juta hektar merupakan habitat bagi beragam spesies satwa liar seperti harimau sumatera gajah jenis burung taman memiliki hutan bakau yang luas yang menjadi tempat bersarangnya spesies burung laut cagar alam taman nasional jambi
Taman Nasional Bukit Duabelas,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/69.%20Taman%20Nasional%20Bukit%20Duabelas/main/puncak-bukit-dua-belas.jpg,https://www.google.com/maps/search/Taman+Nasional+Bukit+Duabelas,"Cagar Alam,Taman Nasional",Jambi,4.0,10000.0,taman nasional bukit duabelas taman nasional yang terletak di provinsi jambi indonesia taman dikenal dengan keindahan hutan hujan tropisnya keberadaan suku anak yang hidup secara tradisional pengunjung melakukan trekking berinteraksi dengan suku anak menikmati keindahan alam yang asli di sini cagar alam taman nasional jambi
Taman Nasional Bukit Tigapuluh,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/70.%20Taman%20Nasional%20Bukit%20Tigapuluh/main/Camp_Granit.jpg,https://www.google.com/maps/search/Taman+Nasional+Bukit+Tigapuluh,"Cagar Alam,Taman Nasional",Jambi,4.1,15000.0,taman nasional dikenal kekayaan biodiversitasnya termasuk populasi harimau sumatera gajah sumatera orangutan spesies tumbuhan langka cagar alam taman nasional jambi
Taman Nasional Meru Betiri,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/71.%20Taman%20Nasional%20Meru%20Betiri/main/taman-nasional.jpg,https://www.google.com/maps/search/Taman+Nasional+Meru+Betiri,"Budaya,Cagar Alam,Taman Nasional",Jember,4.6,7500.0,taman nasional yang memiliki keanekaragaman hayati yang kaya ekosistem yang unik taman terkenal menjadi tempat berkembang biaknya penyu hijau chelonia mydas penyu sisik eretmochelys imbricata budaya cagar alam taman nasional jember
Taman Nasional Karimunjawa,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/72.%20Taman%20Nasional%20Karimunjawa/main/taman-nasional-karimun-jawa-jawa-tengah.jpg,https://www.google.com/maps/search/Taman+Nasional+Karimunjawa,"Bahari,Taman Hiburan,Taman Nasional",Jepara,4.7,7500.0,taman nasional karimunjawa taman nasional yang terletak di kepulauan karimunjawa jawa tengah indonesia taman nasional terkenal keindahan alam bawah lautnya pantai pantai berpasir putih keanekaragaman hayati yang melimpah bahari taman hiburan taman nasional jepara
Taman Nasional Betung Kerihun,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/73.%20Taman%20Nasional%20Betung%20Kerihun/main/menjelajahi-keindahan-taman-nasional-betung-kerihun-eAe-thumb.jpg,https://www.google.com/maps/search/Taman+Nasional+Betung+Kerihun,"Cagar Alam,Taman Nasional",Kapuas Hulu,4.4,10000.0,taman nasional betung kerihun merupakan salah satu taman nasional terbesar di indonesia taman terkenal keindahan alamnya yang meliputi hutan hujan tropis sungai pegunungan taman menjadi habitat bagi spesies flora fauna langka cagar alam taman nasional kapuas hulu
Taman Nasional Tanjung Puting,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/74.%20Taman%20Nasional%20Tanjung%20Puting/main/DSC00838.jpg,https://www.google.com/maps/search/Taman+Nasional+Tanjung+Puting,"Bahari,Cagar Alam,Taman Hiburan,Taman Nasional",Kotawaringin,4.7,5000.0,taman nasional tanjung puting terkenal menjadi habitat bagi populasi terbesar orangutan liar di dunia taman meliputi area hutan rawa gambut sungai hutan hujan tropis selain orangutan taman merupakan rumah bagi spesies flora fauna yang langka bahari cagar alam taman hiburan taman nasional kotawaringin
Taman Wisata Alam Kubu Raya,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/75.%20Taman%20Wisata%20Alam%20Kubu%20Raya/main/Batu-Masjid.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Kubu+Raya,"Budaya,Cagar Alam",Kubu Raya,4.6,5000.0,taman wisata alam kubu raya terletak di kalimantan barat memiliki luas sekitar 2 278 hektar tempat wisata memiliki keindahan alam yang menakjubkan seperti air terjun danau danau buatan macam flora fauna budaya cagar alam kubu raya
Desa Wisata Nglinggo,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/76.%20Desa%20Wisata%20Nglinggo/main/1-juara1nglinggoerlangga-fachri-sudjonojpg.jpg,https://www.google.com/maps/search/Desa+Wisata+Nglinggo,Desa Wisata,Kulon Progo,4.4,5000.0,desa wisata nglinggo terletak di kabupaten kulon progo yogyakarta indonesia desa terkenal dengan keindahan alamnya yang asri terutama sawah hutan sungai di desa wisata nglinggo pengunjung melakukan aktivitas seperti hiking camping sekadar menikmati keindahan alam yang menakjubkan desa wisata kulon progo
Hutan Mangrove Kulon Progo,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/77.%20Hutan%20Mangrove%20Kulon%20Progo/main/pesona-hutan-mangrove-kulon-progo-210329175634.jpg,https://www.google.com/maps/search/Hutan+Mangrove+Kulon+Progo,Cagar Alam,Kulon Progo,4.7,5000.0,di sini kawasan wisata hutan mangrove kulon progo yang menyajikan keindahan alamnya hutan mangrove memberikan pesona tersendiri selain pantai glagah yang menjadi primadona di kulon progo letak lokasi hutan mangrove kulon progo sejatinya masuk ke kawasan pasir mendit kecamatan temon kulon progo cagar alam kulon progo
Taman Hutan Raya Bukit Soeharto,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/78.%20Taman%20Hutan%20Raya%20Bukit%20Soeharto/main/Jalan_menuju_Taman_Hutan_Raya_Bukit_Soeharto.jpg,https://www.google.com/maps/search/Taman+Hutan+Raya+Bukit+Soeharto,"Cagar Alam,Taman Nasional",Kalimantan Timur,4.4,3000.0,taman hutan raya bukit soeharto terletak di kabupaten kutai kartanegara kalimantan timur indonesia taman hutan raya terkenal dengan keindahan alamnya yang asri terutama keanekaragaman flora fauna sungai yang indah di taman hutan raya bukit soeharto pengunjung melakukan aktivitas seperti hiking camping sekadar menikmati keindahan alam yang menakjubkan cagar alam taman nasional kalimantan timur
Taman Nasional Bukit Barisan Selatan,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/79.%20Taman%20Nasional%20Bukit%20Barisan%20Selatan/main/taman-nasional-bukit-barisan-selatan-3.jpeg,https://www.google.com/maps/search/Taman+Nasional+Bukit+Barisan+Selatan,"Taman Nasional,Cagar Alam",Lampung,4.4,15000.0,taman nasional bukit barisan selatan merupakan salah satu kawasan konservasi yang penting di indonesia taman terletak di pegunungan bukit barisan memiliki keanekaragaman hayati yang tinggi termasuk spesies langka seperti harimau sumatera badak sumatera taman nasional memiliki pemandangan alam yang indah termasuk pegunungan hutan hujan tropis sungai air terjun taman nasional cagar alam lampung
Taman Nasional Way Kambas,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/80.%20Taman%20Nasional%20Way%20Kambas/main/Taman-Nasional-Way-Kambas.jpg,https://www.google.com/maps/search/Taman+Nasional+Way+Kambas,"Taman Nasional,Cagar Alam",Lampung,4.3,7000.0,taman merupakan salah satu kawasan konservasi yang penting di indonesia dikenal menjadi tempat perlindungan bagi gajah sumatera yang terancam punah taman nasional way kambas memiliki keanekaragaman hayati yang kaya termasuk flora fauna yang langka dilindungi taman nasional cagar alam lampung
Desa Wisata Lembah Harau,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/81.%20Desa%20Wisata%20Lembah%20Harau/main/IMG-20210314-WA0115.jpg,https://www.google.com/maps/search/Desa+Wisata+Lembah+Harau,Desa Wisata,Sumatera Barat,4.5,10000.0,desa wisata lembah harau terletak di kabupaten limapuluh kota sumatra barat indonesia desa wisata terkenal dengan keindahan alamnya yang asri terutama air terjun tebing karstnya yang menjulang tinggi di desa wisata lembah harau pengunjung melakukan aktivitas seperti hiking camping sekadar menikmati pemandangan yang menakjubkan desa wisata sumatera barat
Taman Nasional Gunung Rinjani,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/82.%20Taman%20Nasional%20Gunung%20Rinjani/main/605e9f16e805f.jpg,https://www.google.com/maps/search/Taman+Nasional+Gunung+Rinjani,"Taman Nasional,Cagar Alam",Lombok,4.7,10000.0,taman meliputi area luas yang mencakup gunung rinjani gunung berapi aktif yang merupakan gunung tertinggi kedua di indonesia taman nasional gunung rinjani terkenal keindahan pemandangan alamnya seperti danau kaldera segara anak air terjun hutan tropis flora fauna yang khas taman nasional cagar alam lombok
Desa Wisata Sade,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/83.%20Desa%20Wisata%20Sade/main/desa-sade-menjadi-salah-satu-daya-tarik-wisata-selama-perhel-i7lv.jpg,https://www.google.com/maps/search/Desa+Wisata+Sade,Budaya,Lombok,4.6,20000.0,desa wisata sade desa tradisional yang terletak di lombok nusa tenggara barat indonesia desa terkenal dengan keaslian budaya sasaknya pengunjung mengalami kehidupan tradisional sasak dengan mengunjungi rumah tradisional mempelajari kerajinan tangan seperti tenun ikat menyaksikan pertunjukan seni tradisional desa memiliki lingkungan alam yang indah dengan pemandangan persawahan yang hijau pengunjung berinteraksi dengan penduduk lokal yang ramah menjelajahi kehidupan pedesaan yang otentik di desa wisata sade budaya lombok
Taman Nasional Gunung Merbabu,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/84.%20Taman%20Nasional%20Gunung%20Merbabu/main/umbul-s-min.jpg,https://www.google.com/maps/search/Taman+Nasional+Gunung+Merbabu,"Budaya,Taman Nasional",Magelang,4.7,7500.0,taman nasional gunung merbabu taman nasional yang terletak di provinsi jawa tengah indonesia taman nasional terkenal keindahan gunungnya flora fauna yang beragam trekking yang menantang budaya taman nasional magelang
Desa Wisata Jodipan,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/85.%20Desa%20Wisata%20Jodipan/main/5efcdad22b763_ori.jpg,https://www.google.com/maps/search/Desa+Wisata+Jodipan,Budaya,Malang,4.5,3000.0,desa wisata jodipan dikenal kampung warna warni jodipan destinasi wisata yang terkenal keindahan keunikan warna warni rumah rumahnya desa diubah menjadi kanvas besar yang dihiasi dengan mural cat warna warni yang cerah menciptakan suasana yang ceria menarik perhatian pengunjung budaya malang
Desa Wisata Ngadas,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/86.%20Desa%20Wisata%20Ngadas/main/desa-ngadas-poncokusumo-malang-via-i-ytimg-com.jpg,https://www.google.com/maps/search/Desa+Wisata+Ngadas,"Cagar Alam,Desa Wisata",Malang,4.5,0.0,desa terkenal keindahan alamnya yang mempesona pemandangan gunung yang spektakuler budaya kehidupan masyarakat yang memegang teguh tradisi tradisi lokal cagar alam desa wisata malang
Taman Hutan Raya R. Soerjo,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/87.%20Taman%20Hutan%20Raya%20R.%20Soerjo/main/Tahura-R-Soeryo%202.jpg,https://www.google.com/maps/search/Taman+Hutan+Raya+R.+Soerjo,"Cagar Alam,Taman Hiburan",Malang,4.5,5000.0,taman hutan raya r soerjo terletak di jawa timur memiliki luas sekitar 15 000 hektar tempat wisata memiliki keanekaragaman flora fauna yang beragam cagar alam taman hiburan malang
Taman Nasional Bromo Tengger Semeru,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/88.%20Taman%20Nasional%20Bromo%20Tengger%20Semeru/main/Taman-Nasional-Bromo-Tengger-Semeru-Tour.jpg,https://www.google.com/maps/search/Taman+Nasional+Bromo+Tengger+Semeru,"Budaya,Taman Nasional",Malang,4.8,30000.0,taman nasional terkenal keindahan alamnya yang menakjubkan termasuk gunung bromo gunung semeru kawah tengger area menawarkan pemandangan spektakuler seperti padang pasir luas lautan kabut pemandangan gunung yang megah budaya taman nasional malang
Taman Wisata Alam Puncak Banyu Biru,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/89.%20Taman%20Wisata%20Alam%20Puncak%20Banyu%20Biru/main/th1_2020071904025266571%20(1).jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Puncak+Banyu+Biru,"Budaya,Cagar Alam",Malang,4.2,15000.0,taman wisata alam puncak banyu biru terletak di kabupaten malang jawa timur indonesia taman wisata terkenal dengan keindahan alamnya yang asri terutama hutan pinus air terjun yang indah di taman wisata alam puncak banyu biru pengunjung melakukan aktivitas seperti hiking camping sekadar menikmati keindahan alam yang mempesona budaya cagar alam malang
Pulau Kanawa,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/90.%20Pulau%20Kanawa/main/pulau-kanawa-labuan-bajo.jpg,https://www.google.com/maps/search/Pulau+Kanawa,"Bahari,Cagar Alam",Manggarai,4.6,150000.0,pulau kanawa terletak di perairan laut flores nusa tenggara timur indonesia pulau terkenal dengan pantai berpasir putih air laut yang jernih keindahan bawah lautnya yang mempesona di pulau kanawa pengunjung melakukan aktivitas seperti snorkeling diving sekadar bersantai di pantai bahari cagar alam manggarai
